name,ra,dec,z,type
SDSS J080612.58+175258.3,121.552424,17.88288,0.37,A
SDSS J154004.38+412841.3,235.018281,41.478126,0.43,Q
SDSS J220454.49+213902.3,331.227035,21.650654,0.55,Q
SDSS J144130.68+480911.7,220.377842,48.153249,0.79,Q
SDSS J111131.75+362844.7,167.882338,36.479096,0.42,Q
SDSS J153707.59+571437.2,234.281678,57.243686,0.74,Q
SDSS J161302.51+131818.9,243.26047,13.305279,0.36,Q
SDSS J073242.54+265206.5,113.177261,26.868478,0.68,Q
SDSS J001315.37+101651.4,3.314074,10.280959,0.74,Q
SDSS J100621.57+424009.6,151.589902,42.669355,0.25,A
SDSS J111839.83+341430.2,169.666,34.24174,0.22,QX
SDSS J235121.55+180529.0,357.839826,18.091393,0.63,Q
SDSS J083852.91+264120.8,129.720469,26.689138,0.29,A
SDSS J075825.98+274847.6,119.608278,27.813217,1.08,Q
SDSS J115154.89+650933.2,177.978728,65.159262,0.28,A
SDSS J161233.24+475450.2,243.13853,47.913981,0.88,Q
SDSS J142101.58+462418.2,215.256583,46.405078,2.64,Q
SDSS J162324.39+360847.8,245.851654,36.146612,0.76,Q
SDSS J015601.69+002559.6,29.007047,0.433249,0.64,AX
SDSS J100920.25+440112.3,152.334433,44.020071,0.59,Q
SDSS J115656.47+514205.9,179.23531,51.701664,2.96,Q
SDSS J123148.46+612534.1,187.951923,61.426166,1.22,QX
SDSS J074320.20+311559.5,115.834166,31.26655,1.01,Q
SDSS J145403.37+341809.9,223.514057,34.302739,0.61,QR2
SDSS J124609.81+305725.9,191.540873,30.957191,0.51,QX
SDSS J111708.03+302143.3,169.283493,30.362045,0.94,Q
SDSS J111606.76+445019.6,169.02818,44.838802,0.29,A
SDSS J092914.75+333636.2,142.311524,33.610073,0.73,Q
SDSS J091631.06-020538.4,139.129446,-2.094023,0.47,A
SDSS J135738.05+093145.3,209.408543,9.529271,0.6,Q
SDSS J230945.19+325422.4,347.438306,32.906256,0.62,Q
SDSS J085551.76+521813.2,133.96563,52.303699,2.01,Q
SDSS J081109.32+055054.0,122.788859,5.848362,0.49,A
SDSS J121232.86+352700.2,183.13694,35.450083,1.52,Q
SDSS J135720.88+105532.8,209.337019,10.925778,0.39,AX
SDSS J012657.36+395422.3,21.739006,39.906196,0.11,AX
SDSS J104139.66+365925.6,160.415228,36.990483,0.81,QR
SDSS J010022.45+272644.7,15.093575,27.445792,0.62,Q
SDSS J145513.46+155813.5,223.806084,15.970406,0.75,Q
SDSS J002538.02+070815.2,6.408406,7.137571,0.39,A
SDSS J143135.31+481322.3,217.897163,48.222875,0.24,AX
SDSS J133424.96+641147.2,203.603969,64.196447,3.13,Q
SDSS J124111.43+194604.2,190.297637,19.767861,0.76,Q
SDSS J122839.41+501244.3,187.164232,50.212298,2.23,Q
SDSS J124356.65+462414.0,190.9861,46.403915,0.59,Q
SDSS J170041.17+384314.0,255.171545,38.720551,0.93,Q
SDSS J014006.59+274954.0,25.027452,27.831656,0.54,Q
SDSS J001510.61+134910.2,3.794223,13.819528,3.21,Q
SDSS J084506.15+595021.2,131.275626,59.839236,0.21,A
SDSS J084105.44+344401.6,130.272682,34.733821,1.37,Q
SDSS J152222.90+242951.0,230.595466,24.497517,0.67,Q
SDSS J101313.26+314209.9,153.305285,31.702761,0.97,Q
SDSS J120341.94+442241.3,180.92478,44.378165,1.08,QX
SDSS J073432.60+310828.6,113.635838,31.141282,1.09,Q
SDSS J074603.89+501456.8,116.516232,50.249139,1,Q2
SDSS J224614.67+011606.3,341.561101,1.268461,0.64,Q
SDSS J234857.94+013950.3,357.241458,1.663987,1.32,Q
SDSS J093358.34+190742.8,143.493091,19.128558,0.41,AX
SDSS J074612.12+344906.1,116.550539,34.818381,1.65,Q
SDSS J233123.39-105213.7,352.847458,-10.870498,0.61,Q
SDSS J003145.06+304334.6,7.937806,30.726298,0.66,Q
SDSS J112033.57+100817.2,170.139911,10.138113,0.2,QX
SDSS J113837.52+512658.4,174.656361,51.449584,0.79,Q
SDSS J032743.14+003450.1,51.929779,0.580576,0.38,Q
SDSS J230840.53+022300.1,347.168864,2.383356,0.63,Q
SDSS J023635.11+030617.9,39.146273,3.104972,0.73,Q
SDSS J080119.75+282935.6,120.332287,28.493216,0.85,Q
SDSS J082951.27+284710.1,127.463644,28.786153,1.53,Q
SDSS J102504.50+242436.0,156.268759,24.410028,0.75,Q
SDSS J130103.50+065711.7,195.264609,6.953263,0.23,Q
SDSS J083333.66+234943.5,128.39027,23.828776,0.42,QX
SDSS J091156.53+245751.0,137.985584,24.964166,0.27,QX
SDSS J120405.98+420533.2,181.02495,42.092572,0.86,Q
SDSS J143043.60+244321.9,217.681686,24.722792,0.63,QX
SDSS J084853.13+325222.5,132.221389,32.872945,1.01,Q
SDSS J142923.35+155253.3,217.347298,15.881486,0.62,QX
SDSS J013408.20+012108.2,23.534185,1.352279,0.87,Q
SDSS J003646.73+004958.9,9.194729,0.833041,1.69,Q
SDSS J121723.21+433719.4,184.346718,43.622085,0.69,Q
SDSS J085513.85+044703.7,133.807721,4.784383,0.32,A
SDSS J145722.89+183404.3,224.345393,18.567905,0.66,Q
SDSS J162054.43+442258.1,245.226789,44.382814,0.54,Q
SDSS J223500.74+263044.1,338.75309,26.512266,0.44,Q
SDSS J113251.53+150127.4,173.214729,15.024276,0.68,QR
SDSS J092116.40+315525.9,140.318381,31.923858,2.57,Q
SDSS J112042.46+071311.4,170.176962,7.219845,0.28,AX
SDSS J153850.89+532618.5,234.712052,53.438481,0.43,A
SDSS J153457.41+503553.3,233.739217,50.598133,1.29,Q
SDSS J212756.24-014549.6,321.984342,-1.763788,1.02,Q
SDSS J085515.72+371856.1,133.815526,37.315604,0.45,AX
SDSS J235834.68+022500.7,359.644507,2.416874,0.48,Q
SDSS J153501.68+032906.6,233.757021,3.485204,2.72,Q
SDSS J132836.06+222501.3,202.150253,22.417049,0.28,Q
SDSS J002711.44+303914.1,6.797673,30.653964,1.79,Q
SDSS J004126.37+130505.7,10.359917,13.08496,0.66,QR
SDSS J102126.71+583909.7,155.361325,58.652704,0.57,Q
SDSS J004853.06-044203.0,12.221114,-4.700834,0.89,Q
SDSS J161820.40+141721.5,244.58503,14.289305,0.45,Q
SDSS J085856.24+301139.5,134.734361,30.194319,2.19,Q
SDSS J080016.52+540618.7,120.068864,54.105187,0.61,Q
SDSS J135158.47+110750.3,207.993666,11.130663,0.68,Q
SDSS J232740.78+212422.1,351.919927,21.406144,0.77,Q
SDSS J023613.71-041113.3,39.057162,-4.187042,0.99,QX
SDSS J090831.83+531658.4,137.132646,53.282883,2.43,Q
SDSS J093229.47+322852.9,143.122847,32.481383,1.25,Q
SDSS J125853.13+142813.1,194.72139,14.470314,0.66,Q
SDSS J101417.60+243207.0,153.57332,24.535271,0.65,Q
SDSS J215914.19+031629.8,329.809114,3.27496,0.49,QX
SDSS J003008.18+230452.9,7.534134,23.081367,0.52,Q
SDSS J010235.20+084209.8,15.646684,8.702754,0.66,Q
SDSS J154943.07+534432.1,237.429461,53.742273,0.42,QX
SDSS J134754.52+575636.6,206.977212,57.943517,0.57,A
SDSS J095516.39+152437.0,148.81829,15.410312,0.27,Q
SDSS J234838.84+064748.6,357.161862,6.796841,0.51,Q
SDSS J163207.62+440306.2,248.031738,44.051715,1.53,Q
SDSS J004006.22-030503.3,10.025945,-3.084245,0.82,Q
SDSS J120249.41+343917.6,180.705873,34.65489,0.93,Q
SDSS J100732.44+444708.5,151.885202,44.785702,0.72,Q
SDSS J223241.28+212136.3,338.172029,21.360104,0.27,Q
SDSS J132236.41+105239.4,200.651753,10.877598,1.7,Q
SDSS J081343.48+375228.0,123.431207,37.874464,2.83,Q
SDSS J123749.62+575319.5,189.456754,57.888759,1.69,Q
SDSS J232953.52+005106.6,352.473052,0.851835,0.5,Q
SDSS J085246.02+294107.6,133.191794,29.68544,2.12,Q
SDSS J100451.53+550034.4,151.214713,55.009571,1.89,Q
